Q_Arm_1,Q_Arm_2,Q_Arm_3
0.09946521656031071,0.0,0.0
0.18878391755368484,0.0,0.0
0.269157677774959,0.0,0.0
0.32281511462982343,0.0,0.0
0.3892651276230844,0.0,0.0
0.4480656919711679,0.0,0.0
0.5021882190615657,0.0,0.0
0.5472593313782068,0.0,0.0
0.5906900711452421,0.0,0.0
0.6295226112901994,0.0,0.0
0.6628812385868272,0.0,0.0
0.6943660881766907,0.0,0.0
0.7215771333905389,0.0,0.0
0.7467205500252518,0.0,0.0
0.7467205500252518,0.0,0.09417416573105025
0.7678048925561253,0.0,0.09417416573105025
0.7873629636867987,0.0,0.09417416573105025
0.8052427803240342,0.0,0.09417416573105025
0.8202438275504902,0.0,0.09417416573105025
0.8342754243256345,0.0,0.09417416573105025
0.8342754243256345,0.0,0.175957905465419
0.8457061709866309,0.0,0.175957905465419
0.8558185779455447,0.0,0.175957905465419
0.8652638344675474,0.0,0.175957905465419
0.8726598904870286,0.0,0.175957905465419
0.8726598904870286,0.0,0.24658397760536965
0.8799862295163335,0.0,0.24658397760536965
0.8852908298940179,0.0,0.24658397760536965
0.8906722666505577,0.0,0.24658397760536965
0.8919254275827713,0.0,0.24658397760536965
0.8941813106421633,0.0,0.24658397760536965
0.8999215090127448,0.0,0.24658397760536965
0.9035376048647761,0.0,0.24658397760536965
0.9067087897348504,0.0,0.24658397760536965
0.9067087897348504,0.0923102702720765,0.24658397760536965
0.9078320051042852,0.0923102702720765,0.24658397760536965
0.9074068651140439,0.0923102702720765,0.24658397760536965
0.9062409850108991,0.0923102702720765,0.24658397760536965
0.9080495294713812,0.0923102702720765,0.24658397760536965
0.9097599575320219,0.0923102702720765,0.24658397760536965
0.9124064286494047,0.0923102702720765,0.24658397760536965
0.917124503258837,0.0923102702720765,0.24658397760536965
0.9193274842107982,0.0923102702720765,0.24658397760536965
0.9220311544765808,0.0923102702720765,0.24658397760536965
0.9239282869130819,0.0923102702720765,0.24658397760536965
0.9262678921278026,0.0923102702720765,0.24658397760536965
0.9282362593494784,0.0923102702720765,0.24658397760536965
0.928476891165526,0.0923102702720765,0.24658397760536965
0.9238437554035475,0.0923102702720765,0.24658397760536965
0.9151298717134871,0.0923102702720765,0.24658397760536965
0.9124882021928833,0.0923102702720765,0.24658397760536965
0.9056923050019505,0.0923102702720765,0.24658397760536965
0.8988275709366196,0.0923102702720765,0.24658397760536965
0.9002744986685975,0.0923102702720765,0.24658397760536965
0.9034942617247352,0.0923102702720765,0.24658397760536965
0.8868647550313955,0.0923102702720765,0.24658397760536965
