Q_Arm_1,Q_Arm_2,Q_Arm_3
0.09946521656031071,0.0,0.0
0.09946521656031071,0.09851373842946415,0.0
0.09946521656031071,0.09851373842946415,0.09573227223703225
0.1715368657194832,0.09851373842946415,0.09573227223703225
0.1715368657194832,0.1882520690573019,0.09573227223703225
0.1715368657194832,0.1882520690573019,0.18123424539814326
0.1715368657194832,0.2666856171171757,0.18123424539814326
0.1715368657194832,0.2666856171171757,0.25645825469563965
0.25283437891022376,0.2666856171171757,0.25645825469563965
0.25283437891022376,0.3392129232734356,0.25645825469563965
0.25283437891022376,0.3392129232734356,0.3243055634522157
0.3257072308726521,0.3392129232734356,0.3243055634522157
0.3257072308726521,0.4043700930534375,0.3243055634522157
0.39089056880678746,0.4043700930534375,0.3243055634522157
0.39089056880678746,0.4043700930534375,0.38522519169297353
0.39089056880678746,0.46181967654471995,0.38522519169297353
0.44872296949668977,0.46181967654471995,0.38522519169297353
0.44872296949668977,0.46181967654471995,0.43631443543671294
0.44872296949668977,0.5134641637666537,0.43631443543671294
0.4997701549907788,0.5134641637666537,0.43631443543671294
0.4997701549907788,0.5134641637666537,0.48234490428140453
0.4997701549907788,0.5595857018096416,0.48234490428140453
0.5445537610677343,0.5595857018096416,0.48234490428140453
0.5445537610677343,0.5595857018096416,0.5235581171138958
0.5445537610677343,0.6014083626213641,0.5235581171138958
0.5832024779322903,0.6014083626213641,0.5235581171138958
0.5832024779322903,0.6391050629065707,0.5235581171138958
0.5832024779322903,0.6391050629065707,0.5532084198631388
0.6196273460420653,0.6391050629065707,0.5532084198631388
0.6196273460420653,0.6702968684889263,0.5532084198631388
0.6495948576695174,0.6702968684889263,0.5532084198631388
0.6495948576695174,0.6702968684889263,0.5681306481426097
0.6495948576695174,0.6965883861132989,0.5681306481426097
0.6783650370830774,0.6965883861132989,0.5681306481426097
0.6783650370830774,0.7164260599156728,0.5681306481426097
0.7021652785214955,0.7164260599156728,0.5681306481426097
0.7021652785214955,0.7318566626576806,0.5681306481426097
0.7021652785214955,0.7318566626576806,0.5779184023396449
0.7241704206967127,0.7318566626576806,0.5779184023396449
0.7241704206967127,0.7412784107603536,0.5779184023396449
0.745068417980932,0.7412784107603536,0.5779184023396449
0.745068417980932,0.7412784107603536,0.5752932891213492
0.7641671515895382,0.7412784107603536,0.5752932891213492
0.7641671515895382,0.7502907533267862,0.5752932891213492
0.7815499830942222,0.7502907533267862,0.5752932891213492
0.7978016509506243,0.7502907533267862,0.5752932891213492
0.7978016509506243,0.7610540465367622,0.5752932891213492
0.8109043073245145,0.7610540465367622,0.5752932891213492
0.8109043073245145,0.7757455378247743,0.5752932891213492
0.8136147186836847,0.7757455378247743,0.5752932891213492
0.8136147186836847,0.7757455378247743,0.578367258043595
0.8136147186836847,0.7892020490619364,0.578367258043595
0.8158095306650107,0.7892020490619364,0.578367258043595
0.8158095306650107,0.7972640283169086,0.578367258043595
0.8158095306650107,0.8060152077754599,0.578367258043595
0.8080913300697888,0.8060152077754599,0.578367258043595
0.8080913300697888,0.8060152077754599,0.5780368141605732
0.8080913300697888,0.8085695869617977,0.5780368141605732
0.8080913300697888,0.8165588372083664,0.5780368141605732
0.811066468800528,0.8165588372083664,0.5780368141605732
0.811066468800528,0.8260925761553346,0.5780368141605732
0.811066468800528,0.8260925761553346,0.5811544469999922
0.8229776737991044,0.8260925761553346,0.5811544469999922
0.8229776737991044,0.8365442926893627,0.5811544469999922
0.835061265706398,0.8365442926893627,0.5811544469999922
0.835061265706398,0.8414342795033722,0.5811544469999922
0.8448554504164811,0.8414342795033722,0.5811544469999922
0.8537578310562118,0.8414342795033722,0.5811544469999922
0.8537578310562118,0.8474509970452634,0.5811544469999922
0.8590979724539252,0.8474509970452634,0.5811544469999922
0.8590979724539252,0.8474509970452634,0.6055001000766042
0.8590979724539252,0.8501787047594662,0.6055001000766042
0.8647874020966038,0.8501787047594662,0.6055001000766042
0.8647874020966038,0.8501787047594662,0.6326496148078036
0.8647874020966038,0.8501787047594662,0.6558207995527017
0.8710090063024446,0.8501787047594662,0.6558207995527017
0.8710090063024446,0.8501787047594662,0.668768479436616
0.8710090063024446,0.8573733136312472,0.668768479436616
0.8777920825941875,0.8573733136312472,0.668768479436616
0.8777920825941875,0.864368181200607,0.668768479436616
0.8793893000328014,0.864368181200607,0.668768479436616
0.8793893000328014,0.864368181200607,0.6821996324949058
0.8793893000328014,0.8690796877339032,0.6821996324949058
0.8793893000328014,0.873566090792718,0.6821996324949058
0.8793893000328014,0.873566090792718,0.6886343990721971
0.883764659416068,0.873566090792718,0.6886343990721971
0.883764659416068,0.8775163610841066,0.6886343990721971
