l1;td1;rs1;l2;td2;rs2;l3;td3;rs3
234.93936;0.00183;0.68750;13595.92400;0.13620;0.81250;220.73653;0.01645;0.71875
234.93936;0.01097;0.68750;13595.92400;0.13985;0.81250;220.73653;0.00731;0.68750
234.93936;0.01371;0.65625;13595.92400;0.13985;0.81250;220.73653;0.01920;0.68750
238.68465;0.01737;0.65625;13595.92400;0.13894;0.84375;220.73653;0.01371;0.68750
238.68465;0.00091;0.65625;13836.82700;0.02559;0.84375;230.64827;0.01371;0.68750
238.68465;0.00457;0.65625;13836.82700;0.04296;0.84375;230.64827;0.02194;0.68750
238.68465;0.00640;0.65625;13836.82700;0.05302;0.84375;230.64827;0.01005;0.68750
238.68465;0.02277;0.65625;13836.82700;0.05009;0.84375;230.64827;0.00182;0.68750
211.78040;0.02459;0.65625;13836.82700;0.06284;0.84375;230.64827;0.00091;0.68750
211.78040;0.01548;0.65625;14324.35900;0.04918;0.84375;203.80810;0.00911;0.68750
211.78040;0.01275;0.65625;14324.35900;0.04827;0.87500;203.80810;0.02368;0.68750
211.78040;0.00455;0.71875;14324.35900;0.06011;0.81250;203.80810;0.04189;0.81250
211.78040;0.00091;0.71875;14324.35900;0.19217;0.81250;203.80810;0.20856;0.81250
248.55010;0.00182;0.71875;14324.35900;0.46266;0.81250;203.80810;0.06102;0.81250
248.55010;0.00729;0.71875;14368.91100;0.46357;0.81250;306.18070;0.04372;0.81250
248.55010;0.00182;0.71875;14368.91100;0.45537;0.81250;306.18070;0.01093;0.81250
248.55010;0.00638;0.71875;14368.91100;0.46539;0.81250;306.18070;0.05738;0.81250
248.55010;0.00725;0.71875;14368.91100;0.19130;0.81250;306.18070;0.07162;0.81250
288.93527;0.00272;0.68750;14368.91100;0.12965;0.81250;306.18070;0.01632;0.78125
288.93527;0.00272;0.68750;12854.06600;0.12058;0.81250;379.67722;0.15594;0.78125
288.93527;0.00544;0.68750;12854.06600;0.12330;0.81250;379.67722;0.04624;0.78125
288.93527;0.01179;0.68750;12854.06600;0.13055;0.84375;379.67722;0.00363;0.78125
288.93527;0.02357;0.68750;12854.06600;0.01813;0.84375;379.67722;0.04261;0.78125
226.37009;0.01904;0.68750;12854.06600;0.04714;0.84375;379.67722;0.01995;0.75000
226.37009;0.00453;0.65625;11788.85600;0.04442;0.84375;395.58023;0.01813;0.75000
226.37009;0.02901;0.65625;11788.85600;0.05440;0.84375;395.58023;0.08704;0.71875
226.37009;0.02992;0.71875;11788.85600;0.05712;0.81250;395.58023;0.03808;0.71875
226.37009;0.00690;0.71875;11788.85600;0.20307;0.81250;395.58023;0.00230;0.71875
273.97028;0.01456;0.71875;11788.85600;0.00077;0.81250;395.58023;0.00996;0.71875
273.97028;0.00460;0.71875;11845.14500;0.22989;0.81250;281.52182;0.00613;0.71875
273.97028;0.00229;0.71875;11845.14500;0.21756;0.81250;281.52182;0.02214;0.71875
273.97028;0.01679;0.71875;11845.14500;0.20687;0.81250;281.52182;0.01527;0.71875
273.97028;0.00153;0.71875;11845.14500;0.04962;0.81250;281.52182;0.00840;0.71875
323.24918;0.00379;0.71875;11845.14500;0.03791;0.81250;281.52182;0.00455;0.71875
323.24918;0.00607;0.68750;11051.60100;0.05914;0.81250;275.79797;0.00758;0.71875
323.24918;0.00000;0.68750;11051.60100;0.06349;0.81250;275.79797;0.00302;0.71875
323.24918;0.01134;0.68750;11051.60100;0.05971;0.81250;275.79797;0.00454;0.71875
323.24918;0.01205;0.68750;11051.60100;0.06401;0.81250;275.79797;0.01054;0.71875
302.70486;0.02410;0.68750;11051.60100;0.06777;0.81250;275.79797;0.00075;0.68750
302.70486;0.00225;0.68750;10642.11400;0.06456;0.81250;280.47272;0.01426;0.68750
302.70486;0.01119;0.65625;10642.11400;0.07084;0.81250;280.47272;0.01268;0.68750
302.70486;0.01040;0.71875;10642.11400;0.02675;0.78125;280.47272;0.01857;0.71875
302.70486;0.03630;0.71875;10642.11400;0.00963;0.78125;280.47272;0.02667;0.71875
301.54892;0.03911;0.71875;10642.11400;0.01550;0.78125;280.47272;0.01033;0.71875
301.54892;0.00367;0.68750;10442.85800;0.13123;0.78125;278.38794;0.00220;0.71875
301.54892;0.00585;0.68750;10442.85800;0.13158;0.78125;278.38794;0.00512;0.71875
301.54892;0.02760;0.68750;10442.85800;0.12999;0.78125;278.38794;0.01961;0.71875
301.54892;0.00649;0.68750;10442.85800;0.14214;0.78125;278.38794;0.00722;0.71875
306.62170;0.00216;0.68750;10442.85800;0.10280;0.78125;278.38794;0.02157;0.71875
306.62170;0.00357;0.68750;10831.65600;0.15071;0.78125;301.01040;0.50357;0.71875
306.62170;0.00071;0.65625;10831.65600;0.13840;0.78125;301.01040;0.49965;0.71875
306.62170;0.01975;0.65625;10831.65600;0.16925;0.78125;301.01040;0.50635;0.71875
306.62170;0.02672;0.65625;10831.65600;0.15963;0.75000;301.01040;0.00492;0.68750
273.25308;0.00975;0.65625;10831.65600;0.13162;0.71875;301.01040;0.00209;0.68750
273.25308;0.00554;0.65625;10813.87600;0.01661;0.71875;288.25455;0.02076;0.68750
273.25308;0.00823;0.65625;10813.87600;0.14746;0.71875;288.25455;0.02195;0.68750
273.25308;0.03954;0.68750;10813.87600;0.19632;0.75000;288.25455;0.01840;0.71875
273.25308;0.01013;0.68750;10813.87600;0.13032;0.75000;288.25455;0.01485;0.71875
292.23620;0.00134;0.68750;10813.87600;0.14698;0.75000;288.25455;0.03020;0.71875
292.23620;0.01397;0.68750;8128.25200;0.17166;0.75000;295.74753;0.01796;0.68750
292.23620;0.00661;0.68750;8128.25200;0.16733;0.75000;295.74753;0.01918;0.68750
292.23620;0.00328;0.65625;8128.25200;0.21822;0.75000;295.74753;0.01376;0.68750
292.23620;0.01173;0.65625;8128.25200;0.13420;0.75000;295.74753;0.02410;0.68750
304.56050;0.02447;0.65625;8128.25200;0.13329;0.71875;295.74753;0.01481;0.68750
304.56050;0.00447;0.65625;8470.31000;0.14304;0.71875;294.77510;0.01533;0.68750
304.56050;0.00190;0.65625;8470.31000;0.18418;0.71875;294.77510;0.00823;0.68750
304.56050;0.02009;0.65625;8470.31000;0.14878;0.71875;294.77510;0.02574;0.68750
304.56050;0.01241;0.65625;8470.31000;0.17629;0.71875;294.77510;0.02980;0.65625
309.02496;0.00864;0.65625;8470.31000;0.15247;0.71875;294.77510;0.03333;0.65625
309.02496;0.01893;0.65625;8126.08250;0.11050;0.71875;282.97614;0.04579;0.65625
309.02496;0.02778;0.65625;8126.08250;0.07488;0.71875;282.97614;0.02476;0.65625
309.02496;0.00060;0.68750;8126.08250;0.10958;0.71875;282.97614;0.02036;0.68750
309.02496;0.01066;0.68750;8126.08250;0.12263;0.71875;282.97614;0.06220;0.68750
325.26334;0.02521;0.65625;8126.08250;0.05451;0.71875;282.97614;0.02931;0.68750
325.26334;0.01914;0.65625;7853.44500;0.07193;0.71875;294.10364;0.00870;0.68750
325.26334;0.05066;0.65625;7853.44500;0.07542;0.71875;294.10364;0.02015;0.65625
325.26334;0.02165;0.65625;7853.44500;0.03533;0.71875;294.10364;0.05242;0.65625
325.26334;0.01748;0.65625;7853.44500;0.07783;0.71875;294.10364;0.07558;0.65625
334.32965;0.01336;0.65625;7853.44500;0.05290;0.71875;294.10364;0.01002;0.65625
334.32965;0.02756;0.65625;7203.06740;0.00276;0.71875;292.95358;0.02646;0.65625
334.32965;0.02025;0.65625;7203.06740;0.02846;0.71875;292.95358;0.00109;0.65625
334.32965;0.01243;0.65625;7203.06740;0.47784;0.71875;292.95358;0.04216;0.65625
334.32965;0.01335;0.65625;7203.06740;0.53579;0.71875;292.95358;0.00427;0.65625
335.01782;0.01111;0.59375;7203.06740;0.48889;0.71875;292.95358;0.01905;0.65625
335.01782;0.03555;0.56250;6708.27540;0.00941;0.71875;304.97690;0.01464;0.62500
335.01782;0.01137;0.53125;6708.27540;0.49457;0.71875;304.97690;0.05116;0.62500
335.01782;0.01583;0.65625;6708.27540;0.50153;0.68750;304.97690;0.14147;0.68750
335.01782;0.01518;0.65625;6708.27540;0.01366;0.68750;304.97690;0.12348;0.68750
352.78976;0.02603;0.65625;6708.27540;0.07307;0.68750;304.97690;0.01702;0.68750
352.78976;0.00049;0.65625;6194.98050;0.02128;0.68750;342.28772;0.02326;0.65625
352.78976;0.00732;0.65625;6194.98050;0.04199;0.68750;342.28772;0.02100;0.65625
352.78976;0.00676;0.65625;6194.98050;0.03237;0.68750;342.28772;0.01932;0.65625
352.78976;0.01529;0.65625;6194.98050;0.03153;0.68750;342.28772;0.03058;0.65625
385.43384;0.50827;0.59375;6194.98050;0.09125;0.68750;342.28772;0.02837;0.65625
385.43384;0.46825;0.59375;5943.67630;0.08870;0.68750;345.75687;0.03828;0.65625
385.43384;0.34042;0.53125;5943.67630;0.07113;0.68750;345.75687;0.00647;0.65625
385.43384;0.00503;0.53125;5943.67630;0.05716;0.68750;345.75687;0.02835;0.65625
385.43384;0.00361;0.53125;5943.67630;0.15007;0.68750;345.75687;0.07481;0.62500
366.26680;0.02760;0.53125;5943.67630;0.05565;0.68750;345.75687;0.09840;0.62500
366.26680;0.00220;0.53125;5854.73300;0.09303;0.68750;352.65387;0.07407;0.59375
366.26680;0.01569;0.53125;5854.73300;0.04401;0.68750;352.65387;0.06275;0.59375
366.26680;0.00431;0.65625;5854.73300;0.16882;0.65625;352.65387;0.02713;0.65625
366.26680;0.16865;0.65625;5854.73300;0.01869;0.65625;352.65387;0.12362;0.65625
389.84872;0.04284;0.62500;5854.73300;0.03948;0.65625;352.65387;0.03528;0.65625
389.84872;0.13455;0.59375;5482.86570;0.03073;0.65625;391.02100;0.08513;0.65625
389.84872;0.02094;0.59375;5482.86570;0.04066;0.65625;391.02100;0.03943;0.65625
389.84872;0.00973;0.53125;5482.86570;0.00365;0.65625;391.02100;0.04501;0.65625
389.84872;0.01163;0.53125;5482.86570;0.04493;0.65625;391.02100;0.05335;0.65625
422.63464;0.02619;0.53125;5482.86570;0.00635;0.65625;391.02100;0.02381;0.65625
422.63464;0.00039;0.53125;5300.59100;0.01565;0.65625;394.45236;0.02308;0.62500
422.63464;0.01665;0.53125;5300.59100;0.01549;0.65625;394.45236;0.07162;0.62500
422.63464;0.01686;0.53125;5300.59100;0.07203;0.65625;394.45236;0.05670;0.59375
422.63464;0.02494;0.53125;5300.59100;0.05971;0.65625;394.45236;0.00454;0.59375
371.16278;0.00261;0.53125;5300.59100;0.04220;0.65625;394.45236;0.00075;0.56250
371.16278;0.01590;0.50000;5454.95170;0.08835;0.65625;419.25284;0.03993;0.56250
371.16278;0.01642;0.50000;5454.95170;0.04269;0.65625;419.25284;0.01496;0.53125
371.16278;0.00649;0.59375;5454.95170;0.05447;0.65625;419.25284;0.03644;0.62500
371.16278;0.09188;0.53125;5454.95170;0.05093;0.65625;419.25284;0.12108;0.62500
407.39352;0.04374;0.53125;5454.95170;0.10229;0.62500;419.25284;0.02399;0.59375
407.39352;0.01567;0.53125;5686.49270;0.02125;0.62500;481.20334;0.03657;0.59375
407.39352;0.00757;0.53125;5686.49270;0.01479;0.62500;481.20334;0.00963;0.56250
407.39352;0.00680;0.53125;5686.49270;0.17091;0.59375;481.20334;0.02888;0.53125
407.39352;0.01076;0.53125;5686.49270;0.12739;0.59375;481.20334;0.04538;0.53125
434.11990;0.02026;0.53125;5686.49270;0.19429;0.59375;481.20334;0.00133;0.53125
434.11990;0.01972;0.50000;5668.33940;0.23110;0.56250;476.97235;0.01085;0.53125
434.11990;0.00746;0.46875;5668.33940;0.17256;0.56250;476.97235;0.03665;0.53125
434.11990;0.01956;0.46875;5668.33940;0.12568;0.56250;476.97235;0.00160;0.53125
434.11990;0.01651;0.46875;5668.33940;0.17333;0.53125;476.97235;0.00603;0.53125
418.13968;0.01820;0.46875;5668.33940;0.07031;0.53125;476.97235;0.02166;0.53125
418.13968;0.00590;0.46875;5608.98930;0.00497;0.53125;392.42914;0.01490;0.53125
418.13968;0.01964;0.43750;5608.98930;0.03223;0.53125;392.42914;0.00215;0.53125
418.13968;0.00729;0.53125;5608.98930;0.01641;0.53125;392.42914;0.01337;0.46875
418.13968;0.02465;0.53125;5608.98930;0.03788;0.53125;392.42914;0.00812;0.46875
434.64810;0.00806;0.53125;5608.98930;0.02718;0.53125;392.42914;0.01344;0.43750
434.64810;0.01988;0.53125;5461.00900;0.09137;0.53125;406.11480;0.00682;0.43750
434.64810;0.01857;0.53125;5461.00900;0.00737;0.53125;406.11480;0.04185;0.40625
434.64810;0.01991;0.50000;5461.00900;0.07055;0.53125;406.11480;0.04215;0.37500
434.64810;0.01163;0.46875;5461.00900;0.05323;0.53125;406.11480;0.02094;0.37500
493.14860;0.03843;0.46875;5461.00900;0.05808;0.53125;406.11480;0.01474;0.34375
493.14860;0.03248;0.46875;5737.71800;0.08278;0.50000;386.06284;0.01725;0.34375
493.14860;0.01514;0.46875;5737.71800;0.04799;0.46875;386.06284;0.00714;0.34375
493.14860;0.00709;0.46875;5737.71800;0.14160;0.46875;386.06284;0.00454;0.34375
493.14860;0.00226;0.43750;5737.71800;0.20587;0.46875;386.06284;0.01495;0.34375
443.08322;0.01317;0.40625;5737.71800;0.20314;0.46875;386.06284;0.01849;0.31250
443.08322;0.01030;0.40625;6255.51100;0.15038;0.46875;377.95047;0.02673;0.31250
443.08322;0.00415;0.37500;6255.51100;0.11013;0.46875;377.95047;0.00083;0.28125
443.08322;0.07041;0.53125;6255.51100;0.11276;0.53125;377.95047;0.04345;0.46875
443.08322;0.17464;0.53125;6255.51100;0.06942;0.53125;377.95047;0.18612;0.46875
478.36273;0.11166;0.53125;6255.51100;0.04303;0.53125;377.95047;0.01117;0.46875
478.36273;0.06631;0.53125;5945.27200;0.03058;0.53125;473.39197;0.09364;0.43750
478.36273;0.01560;0.46875;5945.27200;0.01614;0.53125;473.39197;0.01587;0.43750
478.36273;0.06471;0.46875;5945.27200;0.02674;0.53125;473.39197;0.00000;0.43750
478.36273;0.03881;0.46875;5945.27200;0.04811;0.50000;473.39197;0.00452;0.43750
710.97284;0.03937;0.46875;5945.27200;0.00872;0.46875;473.39197;0.01162;0.40625
710.97284;0.05437;0.43750;5225.44530;0.10218;0.46875;444.16766;0.04886;0.37500
710.97284;0.01227;0.43750;5225.44530;0.13133;0.46875;444.16766;0.02115;0.37500
710.97284;0.05114;0.40625;5225.44530;0.10280;0.46875;444.16766;0.01376;0.34375
710.97284;0.04858;0.37500;5225.44530;0.03953;0.46875;444.16766;0.01318;0.34375
612.11334;0.06833;0.37500;5225.44530;0.06191;0.46875;444.16766;0.02286;0.34375
612.11334;0.06437;0.34375;4367.87740;0.08685;0.46875;387.68042;0.24598;0.34375
612.11334;0.00813;0.34375;4367.87740;0.01168;0.46875;387.68042;0.00279;0.34375
612.11334;0.04116;0.53125;4367.87740;0.12298;0.46875;387.68042;0.00227;0.46875
612.11334;0.20587;0.53125;4367.87740;0.05448;0.46875;387.68042;0.16344;0.43750
537.88020;0.12360;0.50000;4367.87740;0.04270;0.46875;387.68042;0.05918;0.43750
537.88020;0.01564;0.46875;4219.08000;0.07547;0.46875;481.66464;0.09335;0.43750
537.88020;0.02126;0.46875;4219.08000;0.00667;0.46875;481.66464;0.00766;0.43750
537.88020;0.05162;0.46875;4219.08000;0.05482;0.46875;481.66464;0.04081;0.43750
537.88020;0.07798;0.46875;4219.08000;0.07553;0.46875;481.66464;0.05378;0.43750
721.33720;0.02285;0.43750;4219.08000;0.04790;0.46875;481.66464;0.03307;0.43750
721.33720;0.02285;0.43750;3728.31700;0.00292;0.46875;506.50180;0.00170;0.40625
721.33720;0.01021;0.40625;3728.31700;0.03817;0.46875;506.50180;0.04085;0.40625
721.33720;0.02212;0.37500;3728.31700;0.01240;0.46875;506.50180;0.02796;0.37500
721.33720;0.07391;0.37500;3728.31700;0.01556;0.46875;506.50180;0.05957;0.37500
595.48486;0.03088;0.34375;3728.31700;0.08388;0.46875;506.50180;0.01216;0.37500
595.48486;0.01118;0.34375;3422.03740;0.00948;0.43750;449.05905;0.00924;0.34375
595.48486;0.02845;0.34375;3422.03740;0.01021;0.43750;449.05905;0.00097;0.34375
595.48486;0.01118;0.53125;3422.03740;0.04352;0.46875;449.05905;0.00073;0.43750
595.48486;0.23000;0.50000;3422.03740;0.01434;0.46875;449.05905;0.02018;0.40625
605.14790;0.14782;0.46875;3422.03740;0.06565;0.46875;449.05905;0.01118;0.37500
605.14790;0.00535;0.46875;3208.76560;0.02699;0.43750;445.47560;0.01094;0.37500
605.14790;0.07464;0.46875;3208.76560;0.07391;0.43750;445.47560;0.02140;0.34375
605.14790;0.03744;0.46875;3208.76560;0.00705;0.43750;445.47560;0.01629;0.34375
605.14790;0.03039;0.43750;3208.76560;0.01556;0.43750;445.47560;0.01070;0.34375
840.76030;0.06492;0.40625;3208.76560;0.00802;0.43750;445.47560;0.04376;0.34375
840.76030;0.02140;0.37500;3118.41460;0.01070;0.43750;422.91623;0.05616;0.34375
840.76030;0.05033;0.37500;3118.41460;0.01896;0.43750;422.91623;0.01629;0.34375
840.76030;0.01483;0.34375;3118.41460;0.01848;0.43750;422.91623;0.00924;0.31250
840.76030;0.05373;0.34375;3118.41460;0.03428;0.43750;422.91623;0.01726;0.31250
628.43760;0.01143;0.34375;3118.41460;0.04474;0.43750;422.91623;0.01070;0.28125
628.43760;0.01459;0.34375;3129.90840;0.00170;0.43750;434.99234;0.05300;0.28125
628.43760;0.02553;0.31250;3129.90840;0.00559;0.40625;434.99234;0.07440;0.25000
628.43760;0.00997;0.53125;3129.90840;0.03307;0.46875;434.99234;0.00948;0.18750
628.43760;0.22563;0.50000;3129.90840;0.10309;0.46875;434.99234;0.02431;0.18750
634.42990;0.11451;0.50000;3129.90840;0.02772;0.46875;434.99234;0.00413;0.18750
634.42990;0.00024;0.46875;3300.95850;0.03890;0.46875;412.47046;0.02383;0.15625
634.42990;0.02918;0.46875;3300.95850;0.00997;0.46875;412.47046;0.01775;0.12500
634.42990;0.00219;0.46875;3300.95850;0.03866;0.46875;412.47046;0.00729;0.09375
634.42990;0.00049;0.43750;3300.95850;0.01921;0.46875;412.47046;0.01021;0.09375
886.56750;0.01313;0.43750;3300.95850;0.01775;0.46875;412.47046;0.00656;0.09375
886.56750;0.01021;0.40625;3165.92140;0.04984;0.46875;392.18150;0.01118;0.06250
886.56750;0.03963;0.37500;3165.92140;0.00097;0.46875;392.18150;0.00316;0.00000
886.56750;0.02650;0.37500;3165.92140;0.00170;0.46875;392.18150;0.01678;0.00000
886.56750;0.01459;0.34375;3165.92140;0.05154;0.46875;392.18150;0.01629;0.00000
808.90220;0.08412;0.34375;3165.92140;0.01799;0.46875;392.18150;0.00389;0.00000
808.90220;0.03161;0.34375;3234.03960;0.02650;0.46875;374.58926;0.00462;-0.06250
808.90220;0.00611;0.31250;3234.03960;0.02076;0.46875;374.58926;0.03761;-0.06250
808.90220;0.01766;0.53125;3234.03960;0.01055;0.46875;374.58926;0.02453;0.28125
808.90220;0.17337;0.50000;3234.03960;0.00321;0.46875;374.58926;0.08533;0.25000
763.61100;0.12447;0.46875;3234.03960;0.03860;0.46875;374.58926;0.04355;0.25000
763.61100;0.01839;0.46875;3226.54420;0.01317;0.46875;420.64142;0.04077;0.21875
763.61100;0.09638;0.46875;3226.54420;0.00125;0.46875;420.64142;0.00649;0.18750
763.61100;0.02209;0.46875;3226.54420;0.04117;0.46875;420.64142;0.01833;0.18750
763.61100;0.08953;0.43750;3226.54420;0.00504;0.46875;420.64142;0.01438;0.18750
899.11540;0.00683;0.43750;3226.54420;0.11415;0.46875;420.64142;0.03265;0.18750
899.11540;0.01144;0.40625;3578.43680;0.09560;0.46875;394.47882;0.01856;0.18750
899.11540;0.00332;0.37500;3578.43680;0.10013;0.46875;394.47882;0.02759;0.15625
899.11540;0.16851;0.37500;3578.43680;0.10018;0.46875;394.47882;0.02158;0.09375
899.11540;0.01445;0.34375;3578.43680;0.05548;0.46875;394.47882;0.01342;0.09375
730.98840;0.02512;0.34375;3578.43680;0.11759;0.46875;394.47882;0.00544;0.09375
730.98840;0.04736;0.34375;3610.98120;0.13687;0.46875;368.54260;0.00651;0.09375
730.98840;0.01832;0.31250;3610.98120;0.13373;0.46875;368.54260;0.00942;0.09375
730.98840;0.04970;0.53125;3610.98120;0.10387;0.50000;368.54260;0.01683;0.31250
730.98840;0.22563;0.53125;3610.98120;0.03276;0.50000;368.54260;0.16169;0.31250
668.53174;0.13286;0.50000;3610.98120;0.05701;0.50000;368.54260;0.00981;0.28125
668.53174;0.03734;0.46875;2933.46400;0.08055;0.50000;437.27103;0.06615;0.28125
668.53174;0.04771;0.46875;2933.46400;0.09166;0.53125;437.27103;0.07076;0.25000
668.53174;0.10154;0.46875;2933.46400;0.08699;0.53125;437.27103;0.00242;0.25000
668.53174;0.00298;0.43750;2933.46400;0.06441;0.53125;437.27103;0.00271;0.21875
741.22950;0.04303;0.43750;2933.46400;0.06781;0.53125;437.27103;0.02887;0.18750
741.22950;0.12900;0.40625;2438.15380;0.07352;0.53125;381.40076;0.00000;0.18750
741.22950;0.04422;0.37500;2438.15380;0.08322;0.53125;381.40076;0.01977;0.18750
741.22950;0.03312;0.37500;2438.15380;0.09605;0.53125;381.40076;0.00552;0.18750
741.22950;0.03528;0.34375;2438.15380;0.08444;0.53125;381.40076;0.49095;0.18750
533.09190;0.05388;0.34375;2438.15380;0.04886;0.53125;381.40076;0.00168;0.15625
533.09190;0.00560;0.34375;1898.59660;0.31577;0.53125;348.74377;0.51610;0.12500
533.09190;0.01999;0.34375;1898.59660;0.08110;0.53125;348.74377;0.25726;0.09375
533.09190;0.01389;0.53125;1898.59660;0.02409;0.53125;348.74377;0.03476;0.00000
533.09190;0.18775;0.53125;1898.59660;0.05071;0.53125;348.74377;0.01403;-0.06250
480.83963;0.14977;0.50000;1898.59660;0.03150;0.53125;348.74377;0.01064;-0.09375
480.83963;0.10032;0.46875;1714.11050;0.00402;0.53125;324.13855;0.02167;-0.12500
480.83963;0.09361;0.46875;1714.11050;0.04305;0.53125;324.13855;0.03407;-0.15625
480.83963;0.02912;0.46875;1714.11050;0.02825;0.53125;324.13855;0.03263;-0.15625
480.83963;0.04850;0.46875;1714.11050;0.00558;0.53125;324.13855;0.01479;-0.18750
519.91394;0.01124;0.46875;1714.11050;0.02959;0.53125;324.13855;0.01372;-0.21875
519.91394;0.00537;0.43750;1660.87660;0.01730;0.53125;279.54640;0.02676;-0.25000
519.91394;0.07667;0.40625;1660.87660;0.02405;0.53125;279.54640;0.02604;-0.25000
519.91394;0.07569;0.37500;1660.87660;0.03815;0.53125;279.54640;0.01587;-0.28125
519.91394;0.05708;0.37500;1660.87660;0.00153;0.53125;279.54640;0.01537;-0.34375
414.40897;0.03596;0.34375;1660.87660;0.01045;0.53125;279.54640;0.01707;-0.34375
414.40897;0.05028;0.34375;1692.55130;0.05742;0.53125;257.26288;0.01127;-0.37500
414.40897;0.00814;0.34375;1692.55130;0.00657;0.53125;257.26288;0.02742;-0.37500
414.40897;0.05484;0.53125;1692.55130;0.05106;0.53125;257.26288;0.01017;0.18750
414.40897;0.29402;0.53125;1692.55130;0.01240;0.53125;257.26288;0.19814;0.18750
441.24260;0.11702;0.53125;1692.55130;0.04008;0.53125;257.26288;0.12855;0.15625
441.24260;0.14180;0.50000;1650.69620;0.02681;0.53125;331.58923;0.04796;0.12500
441.24260;0.09788;0.46875;1650.69620;0.05710;0.53125;331.58923;0.00000;0.09375
441.24260;0.05687;0.46875;1650.69620;0.03353;0.53125;331.58923;0.02498;0.09375
441.24260;0.00033;0.46875;1650.69620;0.05041;0.53125;331.58923;0.00531;0.09375
463.28174;0.01573;0.46875;1650.69620;0.08300;0.53125;331.58923;0.00167;0.06250
463.28174;0.03136;0.46875;1579.02480;0.03439;0.53125;281.08100;0.00067;0.00000
463.28174;0.01565;0.43750;1579.02480;0.00715;0.53125;281.08100;0.00408;0.00000
463.28174;0.07327;0.40625;1579.02480;0.08325;0.53125;281.08100;0.05057;0.00000
463.28174;0.03640;0.37500;1579.02480;0.00173;0.56250;281.08100;0.00589;0.00000
358.44946;0.01924;0.37500;1579.02480;0.00595;0.59375;281.08100;0.01994;0.00000
358.44946;0.01590;0.34375;1531.44840;0.03744;0.59375;268.22107;0.01413;-0.06250
358.44946;0.01994;0.34375;1531.44840;0.02172;0.59375;268.22107;0.03348;-0.06250
358.44946;0.00360;0.53125;1531.44840;0.06544;0.62500;268.22107;0.02373;0.53125
358.44946;0.20007;0.53125;1531.44840;0.03262;0.62500;268.22107;0.35629;0.53125
377.67245;0.00623;0.53125;1531.44840;0.03080;0.62500;268.22107;0.06637;0.53125
377.67245;0.06926;0.53125;1500.60220;0.08000;0.65625;398.14264;0.16037;0.53125
377.67245;0.02278;0.53125;1500.60220;0.17065;0.65625;398.14264;0.01456;0.53125
377.67245;0.00830;0.50000;1500.60220;0.00302;0.65625;398.14264;0.03282;0.50000
377.67245;0.02373;0.46875;1500.60220;0.00152;0.65625;398.14264;0.01220;0.46875
369.62872;0.09771;0.46875;1500.60220;0.02999;0.65625;398.14264;0.01461;0.46875
369.62872;0.03696;0.46875;1466.48290;0.05798;0.65625;328.50128;0.01089;0.46875
369.62872;0.51451;0.46875;1466.48290;0.05261;0.65625;328.50128;0.02316;0.43750
369.62872;0.19134;0.46875;1466.48290;0.05992;0.65625;328.50128;0.32817;0.43750
369.62872;0.13122;0.43750;1466.48290;0.04644;0.65625;328.50128;0.11569;0.43750
332.97296;0.07680;0.40625;1466.48290;0.00688;0.65625;328.50128;0.01740;0.43750
332.97296;0.03751;0.37500;1467.06500;0.05147;0.65625;314.80975;0.04943;0.40625
332.97296;0.04544;0.37500;1467.06500;0.05359;0.65625;314.80975;0.01113;0.37500
332.97296;0.01136;0.53125;1467.06500;0.17868;0.65625;314.80975;0.03460;0.46875
332.97296;0.08751;0.53125;1467.06500;0.36099;0.65625;314.80975;0.26557;0.43750
320.60028;0.01034;0.53125;1467.06500;0.46215;0.65625;314.80975;0.25573;0.43750
320.60028;0.00826;0.53125;1356.77760;0.18436;0.65625;289.98056;0.01938;0.43750
320.60028;0.00489;0.50000;1356.77760;0.43561;0.68750;289.98056;0.04392;0.37500
320.60028;0.00180;0.46875;1356.77760;0.30835;0.68750;289.98056;0.04667;0.37500
329.49520;0.09932;0.46875;1356.77760;0.24308;0.68750;289.98056;0.01481;0.34375
329.49520;0.03398;0.46875;987.55725;0.10009;0.68750;258.80063;0.02812;0.34375
329.49520;0.07096;0.46875;987.55725;0.02597;0.68750;258.80063;0.02801;0.34375
329.49520;0.06001;0.46875;987.55725;0.02157;0.68750;258.80063;0.01623;0.34375
329.49520;0.01709;0.43750;987.55725;0.01187;0.68750;258.80063;0.02532;0.34375
278.93310;0.01056;0.40625;987.55725;0.04894;0.68750;258.80063;0.01662;0.31250
278.93310;0.22853;0.37500;370.52490;0.00388;0.68750;234.85521;0.01919;0.31250
278.93310;0.02611;0.37500;370.52490;0.00345;0.68750;234.85521;0.03251;0.28125
278.93310;0.05830;0.62500;370.52490;0.03787;0.65625;234.85521;0.00148;0.68750
278.93310;0.37683;0.59375;370.52490;0.02821;0.65625;234.85521;0.47932;0.68750
340.48785;0.04035;0.56250;370.52490;0.00970;0.65625;234.85521;0.21209;0.68750
340.48785;0.15556;0.53125;358.32767;0.05685;0.65625;338.93735;0.01788;0.68750
340.48785;0.05855;0.53125;358.32767;0.01673;0.65625;338.93735;0.00879;0.68750
340.48785;0.09279;0.53125;358.32767;0.01803;0.65625;338.93735;0.07946;0.68750
340.48785;0.01986;0.53125;358.32767;0.03972;0.65625;338.93735;0.03393;0.68750
294.40400;0.02607;0.53125;358.32767;0.02933;0.65625;338.93735;0.03757;0.68750
