l1;td1;rs1;l2;td2;rs2;l3;td3;rs3
449.67532;0.35471;0.53125;4320.04150;0.04577;0.53125;371.73886;0.09952;0.34375
466.86890;0.12480;0.53125;4320.04150;0.04790;0.53125;371.73886;0.13225;0.34375
466.86890;0.03779;0.50000;4518.08400;0.09633;0.53125;422.31113;0.04816;0.34375
466.86890;0.02129;0.46875;4518.08400;0.00985;0.53125;422.31113;0.01437;0.34375
466.86890;0.00958;0.46875;4518.08400;0.05349;0.53125;422.31113;0.01384;0.34375
466.86890;0.16418;0.46875;4518.08400;0.04098;0.53125;422.31113;0.02288;0.31250
722.24760;0.09313;0.43750;4518.08400;0.04976;0.53125;422.31113;0.04550;0.28125
722.24760;0.11602;0.43750;4799.56350;0.02980;0.53125;385.29474;0.03326;0.28125
722.24760;0.03991;0.37500;4799.56350;0.07025;0.53125;385.29474;0.00798;0.28125
722.24760;0.02954;0.37500;4799.56350;0.01730;0.53125;385.29474;0.01064;0.21875
722.24760;0.09074;0.37500;4799.56350;0.00905;0.53125;385.29474;0.01570;0.21875
490.43518;0.07557;0.37500;4799.56350;0.01490;0.53125;385.29474;0.02076;0.21875
490.43518;0.05934;0.34375;5053.81150;0.05695;0.53125;373.72992;0.00053;0.18750
490.43518;0.02741;0.34375;5053.81150;0.01384;0.53125;373.72992;0.01384;0.18750
490.43518;0.00294;0.53125;5053.81150;0.03075;0.53125;373.72992;0.03155;0.34375
490.43518;0.35185;0.53125;5053.81150;0.04187;0.53125;373.72992;0.07166;0.34375
479.14755;0.16532;0.53125;5053.81150;0.05717;0.53125;373.72992;0.14401;0.34375
479.14755;0.01626;0.50000;5035.49460;0.04743;0.53125;397.59870;0.24824;0.34375
479.14755;0.02614;0.46875;5035.49460;0.00027;0.53125;397.59870;0.01688;0.31250
479.14755;0.14212;0.46875;5035.49460;0.04564;0.53125;397.59870;0.03635;0.31250
479.14755;0.05685;0.46875;5035.49460;0.03735;0.53125;397.59870;0.01483;0.28125
693.39484;0.07775;0.43750;5035.49460;0.05735;0.53125;397.59870;0.06369;0.28125
693.39484;0.10736;0.43750;5270.88960;0.01743;0.53125;378.82770;0.00277;0.21875
693.39484;0.02030;0.40625;5270.88960;0.00195;0.53125;378.82770;0.09789;0.21875
693.39484;0.01649;0.37500;5270.88960;0.03997;0.53125;378.82770;0.02683;0.18750
693.39484;0.07444;0.37500;5270.88960;0.00562;0.53125;378.82770;0.01152;0.18750
518.48640;0.01241;0.37500;5270.88960;0.00733;0.53125;378.82770;0.02284;0.18750
518.48640;0.02239;0.34375;5522.01760;0.07228;0.53125;344.30127;0.00198;0.18750
518.48640;0.01111;0.34375;5522.01760;0.00883;0.53125;344.30127;0.02165;0.18750
518.48640;0.04095;0.53125;5522.01760;0.00430;0.53125;344.30127;0.03064;0.68750
518.48640;0.33975;0.53125;5522.01760;0.01121;0.53125;344.30127;0.34981;0.68750
465.61707;0.11211;0.53125;5522.01760;0.00029;0.53125;344.30127;0.26293;0.65625
465.61707;0.01888;0.50000;5668.45400;0.01626;0.53125;637.41060;0.06448;0.65625
465.61707;0.11445;0.50000;5668.45400;0.00934;0.53125;637.41060;0.01956;0.65625
465.61707;0.10583;0.46875;5668.45400;0.04544;0.53125;637.41060;0.05072;0.65625
465.61707;0.01592;0.46875;5668.45400;0.04951;0.53125;637.41060;0.00796;0.65625
579.36410;0.07200;0.46875;5668.45400;0.05807;0.53125;637.41060;0.03941;0.65625
579.36410;0.05809;0.43750;5854.12550;0.04587;0.53125;1130.21630;0.00983;0.65625
579.36410;0.06429;0.43750;5854.12550;0.02153;0.53125;1130.21630;0.00419;0.65625
579.36410;0.01233;0.37500;5854.12550;0.02886;0.53125;1130.21630;0.10343;0.65625
579.36410;0.00393;0.37500;5854.12550;0.07880;0.53125;1130.21630;0.00574;0.65625
421.02410;0.03486;0.37500;5854.12550;0.03031;0.53125;1130.21630;0.00182;0.65625
421.02410;0.03566;0.34375;6001.58250;0.00427;0.53125;1177.06070;0.01402;0.65625
421.02410;0.01747;0.34375;6001.58250;0.07141;0.53125;1177.06070;0.02881;0.65625
421.02410;0.03821;0.53125;6001.58250;0.00586;0.56250;1177.06070;0.00277;0.34375
421.02410;0.33952;0.53125;6001.58250;0.02662;0.56250;1177.06070;0.10585;0.31250
423.99866;0.04575;0.53125;6001.58250;0.10271;0.56250;1177.06070;0.12325;0.28125
423.99866;0.11080;0.53125;6485.56600;0.05415;0.56250;1179.66600;0.23380;0.28125
423.99866;0.08184;0.50000;6485.56600;0.00504;0.56250;1179.66600;0.20271;0.25000
423.99866;0.03540;0.46875;6485.56600;0.06005;0.56250;1179.66600;0.19343;0.21875
423.99866;0.00350;0.46875;6485.56600;0.04139;0.56250;1179.66600;0.18879;0.21875
480.19900;0.07086;0.46875;6485.56600;0.04777;0.56250;1179.66600;0.05386;0.18750
480.19900;0.00745;0.46875;6662.03800;0.01361;0.56250;559.89870;0.03434;0.18750
480.19900;0.02708;0.43750;6662.03800;0.01436;0.56250;559.89870;0.03067;0.18750
480.19900;0.16930;0.43750;6662.03800;0.04504;0.56250;559.89870;0.02728;0.18750
480.19900;0.03874;0.37500;6662.03800;0.15563;0.56250;559.89870;0.00662;0.18750
384.79303;0.07407;0.37500;6662.03800;0.13947;0.56250;559.89870;0.00033;0.15625
384.79303;0.02929;0.37500;6870.88430;0.10303;0.56250;310.35210;0.00168;0.09375
384.79303;0.02341;0.34375;6870.88430;0.14077;0.59375;310.35210;0.05258;0.09375
384.79303;0.01915;0.53125;6870.88430;0.16821;0.56250;310.35210;0.02632;0.18750
384.79303;0.25801;0.53125;6870.88430;0.03583;0.56250;310.35210;0.07923;0.18750
379.51382;0.07476;0.53125;6870.88430;0.00174;0.59375;310.35210;0.05772;0.12500
379.51382;0.02629;0.53125;7426.26200;0.08482;0.59375;290.56747;0.00456;0.09375
379.51382;0.03674;0.53125;7426.26200;0.13387;0.59375;290.56747;0.05404;0.06250
379.51382;0.03526;0.50000;7426.26200;0.09722;0.59375;290.56747;0.00677;0.06250
379.51382;0.07035;0.46875;7426.26200;0.14286;0.59375;290.56747;0.01220;0.00000
384.81784;0.02247;0.46875;7426.26200;0.10475;0.59375;290.56747;0.00544;0.00000
384.81784;0.01499;0.46875;8438.01200;0.08406;0.59375;264.85483;0.03765;0.00000
384.81784;0.02395;0.46875;8438.01200;0.09359;0.59375;264.85483;0.00479;-0.06250
384.81784;0.05277;0.43750;8438.01200;0.06615;0.59375;264.85483;0.00223;-0.06250
384.81784;0.02773;0.43750;8438.01200;0.05096;0.59375;264.85483;0.03559;-0.12500
350.29672;0.01138;0.37500;8438.01200;0.08912;0.59375;264.85483;0.01100;-0.12500
350.29672;0.02945;0.37500;9104.01100;0.06998;0.59375;239.15016;0.00229;-0.15625
350.29672;0.04360;0.37500;9104.01100;0.08758;0.59375;239.15016;0.00000;-0.15625
350.29672;0.03152;0.53125;9104.01100;0.06732;0.65625;239.15016;0.01556;0.53125
350.29672;0.01924;0.53125;9104.01100;0.03573;0.65625;239.15016;0.27562;0.53125
332.86790;0.10595;0.53125;9104.01100;0.00952;0.65625;239.15016;0.22341;0.53125
332.86790;0.00761;0.53125;10067.28300;0.02642;0.65625;328.39838;0.02682;0.53125
332.86790;0.01374;0.53125;10067.28300;0.09899;0.65625;328.39838;0.01697;0.53125
332.86790;0.03221;0.53125;10067.28300;0.03384;0.65625;328.39838;0.03832;0.53125
332.86790;0.00536;0.53125;10067.28300;0.09192;0.65625;328.39838;0.02308;0.53125
345.39290;0.00666;0.50000;10067.28300;0.08697;0.65625;328.39838;0.01498;0.53125
345.39290;0.01974;0.46875;10335.81200;0.06972;0.65625;321.99515;0.00672;0.50000
345.39290;0.02672;0.46875;10335.81200;0.10984;0.65625;321.99515;0.01357;0.46875
345.39290;0.00342;0.46875;10335.81200;0.12158;0.65625;321.99515;0.02098;0.46875
345.39290;0.03118;0.46875;10335.81200;0.14205;0.65625;321.99515;0.02469;0.46875
324.94498;0.00612;0.43750;10335.81200;0.18110;0.65625;321.99515;0.06037;0.46875
324.94498;0.12037;0.43750;10621.52900;0.12875;0.65625;300.74698;0.00088;0.46875
324.94498;0.00401;0.37500;10621.52900;0.12912;0.65625;300.74698;0.00623;0.43750
324.94498;0.00540;0.59375;10621.52900;0.19973;0.68750;300.74698;0.10211;0.53125
324.94498;0.18492;0.53125;10621.52900;0.12540;0.68750;300.74698;0.10313;0.53125
360.96463;0.06933;0.53125;10621.52900;0.18916;0.68750;300.74698;0.01561;0.53125
360.96463;0.20733;0.53125;10017.72800;0.26948;0.68750;280.29218;0.03108;0.53125
360.96463;0.04266;0.53125;10017.72800;0.27145;0.68750;280.29218;0.00328;0.53125
360.96463;0.03079;0.53125;10017.72800;0.26101;0.68750;280.29218;0.02842;0.53125
360.96463;0.01676;0.53125;10017.72800;0.27395;0.68750;280.29218;0.02778;0.53125
327.36570;0.04163;0.53125;10017.72800;0.25121;0.68750;280.29218;0.01646;0.50000
327.36570;0.00587;0.53125;9670.88700;0.20215;0.68750;271.87234;0.03231;0.46875
327.36570;0.01930;0.50000;9670.88700;0.08758;0.68750;271.87234;0.00198;0.46875
327.36570;0.00601;0.50000;9670.88700;0.01101;0.71875;271.87234;0.01702;0.46875
327.36570;0.00101;0.46875;9670.88700;0.00911;0.71875;271.87234;0.01721;0.46875
276.46573;0.00154;0.46875;9670.88700;0.00973;0.71875;271.87234;0.03891;0.46875
276.46573;0.00000;0.46875;9438.07700;0.03573;0.71875;258.79453;0.02175;0.43750
276.46573;0.00000;0.43750;9438.07700;0.03459;0.71875;258.79453;0.02778;0.43750
276.46573;0.04242;0.65625;9438.07700;0.05832;0.71875;258.79453;0.04772;0.53125
276.46573;0.14868;0.65625;9438.07700;0.06441;0.71875;258.79453;0.02362;0.53125
298.55157;0.13550;0.62500;9438.07700;0.04119;0.71875;258.79453;0.06016;0.53125
298.55157;0.00165;0.59375;9353.39000;0.04851;0.71875;254.75987;0.03804;0.53125
298.55157;0.03037;0.53125;9353.39000;0.11305;0.71875;254.75987;0.03431;0.53125
298.55157;0.00343;0.53125;9353.39000;0.11251;0.71875;254.75987;0.00457;0.53125
298.55157;0.00758;0.53125;9353.39000;0.08980;0.71875;254.75987;0.00000;0.53125
300.26526;0.02547;0.53125;9353.39000;0.08175;0.71875;254.75987;0.00000;0.53125
300.26526;0.00000;0.53125;9772.34200;0.16918;0.71875;234.18864;0.01023;0.50000
300.26526;0.00000;0.53125;9772.34200;0.10092;0.71875;234.18864;0.01046;0.46875
300.26526;0.00000;0.53125;9772.34200;0.17209;0.71875;234.18864;0.00000;0.46875
300.26526;0.00000;0.53125;9772.34200;0.19160;0.71875;234.18864;0.00000;0.46875
241.13577;0.00000;0.53125;9772.34200;0.13342;0.71875;234.18864;0.00000;0.46875
241.13577;0.00000;0.50000;10097.64200;0.25066;0.75000;202.52496;0.00000;0.43750
241.13577;0.00000;0.50000;10097.64200;0.09866;0.75000;202.52496;0.01544;0.43750
241.13577;0.00000;0.65625;10097.64200;0.19549;0.78125;202.52496;0.00684;0.71875
241.13577;0.04457;0.65625;10097.64200;0.16783;0.78125;202.52496;0.12883;0.71875
242.74214;0.04529;0.65625;10097.64200;0.16490;0.78125;202.52496;0.11111;0.71875
242.74214;0.00144;0.65625;14584.08400;0.23304;0.81250;277.36713;0.00577;0.71875
242.74214;0.00953;0.65625;14584.08400;0.22287;0.81250;277.36713;0.02346;0.68750
242.74214;0.00820;0.65625;14584.08400;0.07457;0.81250;277.36713;0.04847;0.68750
242.74214;0.00000;0.65625;14584.08400;0.05686;0.81250;277.36713;0.03033;0.68750
254.65135;0.00000;0.62500;14584.08400;0.04090;0.81250;277.36713;0.00309;0.68750
254.65135;0.00392;0.59375;14255.91600;0.02590;0.81250;260.68850;0.01570;0.68750
254.65135;0.00400;0.53125;14255.91600;0.00240;0.81250;260.68850;0.00000;0.68750
254.65135;0.00325;0.53125;14255.91600;0.02197;0.81250;260.68850;0.00244;0.68750
254.65135;0.00166;0.53125;14255.91600;0.03648;0.81250;260.68850;0.00332;0.68750
213.48520;0.00253;0.53125;14255.91600;0.04966;0.81250;260.68850;0.00337;0.68750
213.48520;0.01544;0.53125;13938.36300;0.05489;0.81250;236.05116;0.00600;0.68750
213.48520;0.00784;0.53125;13938.36300;0.08449;0.81250;236.05116;0.01829;0.68750
213.48520;0.00622;0.71875;13938.36300;0.11289;0.81250;236.05116;0.01333;0.71875
213.48520;0.09395;0.68750;13938.36300;0.12285;0.81250;236.05116;0.00090;0.71875
234.93936;0.11152;0.68750;13938.36300;0.14077;0.81250;236.05116;0.00366;0.71875
234.93936;0.00366;0.68750;13595.92400;0.13894;0.81250;220.73653;0.00731;0.71875
