Q_Arm_1,Q_Arm_2,Q_Arm_3
0.09946521656031071,0.0,0.0
0.18878391755368484,0.0,0.0
0.269157677774959,0.0,0.0
0.32281511462982343,0.0,0.0
0.3892651276230844,0.0,0.0
0.4480656919711679,0.0,0.0
0.5021882190615657,0.0,0.0
0.5472593313782068,0.0,0.0
0.5906900711452421,0.0,0.0
0.6295226112901994,0.0,0.0
0.6628812385868272,0.0,0.0
0.6943660881766907,0.0,0.0
0.7215771333905389,0.0,0.0
0.7467205500252518,0.0,0.0
0.7696641136910253,0.0,0.0
0.7884099610223565,0.0,0.0
0.8058732339521563,0.0,0.0
0.8058732339521563,0.0,0.09108720990884472
0.8208091722255471,0.0,0.09108720990884472
0.8347833564533288,0.0,0.09108720990884472
0.8464138772263693,0.0,0.09108720990884472
0.8566282677719372,0.0,0.09108720990884472
0.8656452634109825,0.0,0.09108720990884472
0.8741062098549122,0.0,0.09108720990884472
0.8806306758172473,0.0,0.09108720990884472
0.8861279051540718,0.0,0.09108720990884472
0.8921307954465993,0.0,0.09108720990884472
0.8962358084891549,0.0,0.09108720990884472
0.9004942266451058,0.0,0.09108720990884472
0.9007457834767358,0.0,0.09108720990884472
0.9007457834767358,0.0,0.16407196487236375
0.9058287548357956,0.0,0.16407196487236375
0.9088498574194602,0.0,0.16407196487236375
0.9114857958982653,0.0,0.16407196487236375
0.9151639815956443,0.0,0.16407196487236375
0.9154425284383897,0.0,0.16407196487236375
0.9142556624391452,0.0,0.16407196487236375
0.9124040424277158,0.0,0.16407196487236375
0.9135954930507494,0.0,0.16407196487236375
0.91474989888363,0.0,0.16407196487236375
0.9168960763704799,0.0,0.16407196487236375
0.9211640212896679,0.0,0.16407196487236375
0.9229624983632274,0.0,0.16407196487236375
0.9253018643254568,0.0,0.16407196487236375
0.9268712872153932,0.0,0.16407196487236375
0.9289153954735405,0.0,0.16407196487236375
0.9306178324459965,0.0,0.16407196487236375
0.9306196585527895,0.0,0.16407196487236375
0.9257733765366926,0.0,0.16407196487236375
0.916869446524844,0.0,0.16407196487236375
0.9140532823795268,0.0,0.16407196487236375
0.9071015716936961,0.0,0.16407196487236375
0.9000968341755999,0.0,0.16407196487236375
0.9014109642479828,0.0,0.16407196487236375
0.9045091553193583,0.0,0.16407196487236375
0.887780781301921,0.0,0.16407196487236375
0.8732791384187237,0.0,0.16407196487236375
0.871233172426063,0.0,0.16407196487236375
0.8688233486757966,0.0,0.16407196487236375
0.8660960641753482,0.0,0.16407196487236375
0.8747851228368106,0.0,0.16407196487236375
